Opened,Date,Product,Christmas,Chinese NY,Weeknum
04/04/2022 13:49:33,04/04/2022,SP4,NO,NO,15
04/04/2022 13:56:49,04/04/2022,SP4,NO,NO,15
04/04/2022 13:57:57,04/04/2022,SP4,NO,NO,15
04/04/2022 13:59:23,04/04/2022,SP4,NO,NO,15
04/04/2022 13:59:49,04/04/2022,SP4,NO,NO,15
04/04/2022 14:00:12,04/04/2022,SP4,NO,NO,15
04/04/2022 14:04:58,04/04/2022,SP4,NO,NO,15
04/04/2022 14:07:34,04/04/2022,SP4,NO,NO,15
04/04/2022 14:08:55,04/04/2022,SP4,NO,NO,15
04/04/2022 14:49:11,04/04/2022,SP4,NO,NO,15
22/06/2022 13:14:02,22/06/2022,SP4,NO,NO,26
22/06/2022 13:14:57,22/06/2022,SP4,NO,NO,26
22/06/2022 13:15:16,22/06/2022,SP4,NO,NO,26
22/06/2022 13:16:16,22/06/2022,SP4,NO,NO,26
22/06/2022 13:16:38,22/06/2022,SP4,NO,NO,26
22/06/2022 13:18:57,22/06/2022,SP4,NO,NO,26
22/06/2022 13:19:27,22/06/2022,SP4,NO,NO,26
22/06/2022 13:27:29,22/06/2022,SP4,NO,NO,26
22/06/2022 13:28:42,22/06/2022,SP4,NO,NO,26
22/06/2022 13:34:10,22/06/2022,SP4,NO,NO,26
22/06/2022 13:34:30,22/06/2022,SP4,NO,NO,26
22/06/2022 14:31:29,22/06/2022,SP4,NO,NO,26
22/06/2022 14:31:47,22/06/2022,SP4,NO,NO,26
22/06/2022 14:32:39,22/06/2022,SP4,NO,NO,26
22/06/2022 14:35:23,22/06/2022,SP4,NO,NO,26
22/06/2022 14:36:48,22/06/2022,SP4,NO,NO,26
22/06/2022 14:37:36,22/06/2022,SP4,NO,NO,26
22/06/2022 14:38:20,22/06/2022,SP4,NO,NO,26
22/06/2022 14:40:43,22/06/2022,SP4,NO,NO,26
22/06/2022 14:41:04,22/06/2022,SP4,NO,NO,26
22/06/2022 14:42:26,22/06/2022,SP4,NO,NO,26
22/06/2022 14:43:09,22/06/2022,SP4,NO,NO,26
22/06/2022 14:46:39,22/06/2022,SP4,NO,NO,26
22/06/2022 14:54:27,22/06/2022,SP4,NO,NO,26
22/06/2022 14:54:57,22/06/2022,SP4,NO,NO,26
23/06/2022 14:00:49,23/06/2022,SP4,NO,NO,26
20/09/2021 08:44:02,20/09/2021,SP4,NO,NO,39
08/11/2021 12:52:40,08/11/2021,SP4,NO,NO,46
11/11/2021 14:14:03,11/11/2021,SP4,NO,NO,46
18/11/2021 10:38:51,18/11/2021,SP4,NO,NO,47
01/12/2021 18:58:56,01/12/2021,SP4,NO,NO,49
09/12/2021 13:18:42,09/12/2021,SP4,NO,NO,50
04/01/2022 08:00:06,04/01/2022,SP4,YES,NO,2
27/01/2022 08:56:39,27/01/2022,SP4,NO,NO,5
27/01/2022 09:02:09,27/01/2022,SP4,NO,NO,5
11/02/2022 22:54:19,11/02/2022,SP4,NO,NO,7
09/03/2022 10:51:44,09/03/2022,SP4,NO,NO,11
17/03/2022 14:47:39,17/03/2022,SP4,NO,NO,12
06/04/2022 11:32:35,06/04/2022,SP4,NO,NO,15
06/04/2022 12:31:35,06/04/2022,SP4,NO,NO,15
07/04/2022 15:12:41,07/04/2022,SP4,NO,NO,15
19/04/2022 12:03:46,19/04/2022,SP4,NO,NO,17
06/05/2022 08:51:22,06/05/2022,SP4,NO,NO,19
11/05/2022 09:10:17,11/05/2022,SP4,NO,NO,20
20/05/2022 10:12:29,20/05/2022,SP4,NO,NO,21
13/06/2022 05:31:02,13/06/2022,SP4,NO,NO,25
17/03/2022 16:03:25,17/03/2022,SP4,NO,NO,12
19/11/2021 15:27:17,19/11/2021,SP4,NO,NO,47
12/04/2022 15:21:13,12/04/2022,SP4,NO,NO,16
12/04/2022 16:36:54,12/04/2022,SP4,NO,NO,16
12/04/2022 16:48:37,12/04/2022,SP4,NO,NO,16
17/05/2022 13:03:06,17/05/2022,SP4,NO,NO,21
17/05/2022 13:33:59,17/05/2022,SP4,NO,NO,21
23/05/2022 15:06:26,23/05/2022,SP4,NO,NO,22
07/06/2022 14:57:20,07/06/2022,SP4,NO,NO,24
17/07/2021 15:14:49,17/07/2021,SP4,NO,NO,29
02/09/2021 12:31:28,02/09/2021,SP4,NO,NO,36
23/11/2021 11:36:17,23/11/2021,SP4,NO,NO,48
12/04/2022 08:32:32,12/04/2022,SP4,NO,NO,16
13/12/2021 21:23:41,13/12/2021,SP4,NO,NO,51
28/09/2021 10:44:54,28/09/2021,SP4,NO,NO,40
25/11/2021 10:13:20,25/11/2021,SP4,NO,NO,48
11/10/2021 01:12:17,11/10/2021,SP4,NO,NO,42
09/03/2021 11:21:38,09/03/2021,SP3,NO,NO,11
19/03/2021 03:17:13,19/03/2021,SP3,NO,NO,12
04/02/2021 10:02:33,04/02/2021,SP3,NO,NO,6
12/10/2020 12:49:51,12/10/2020,SP3,NO,NO,42
11/03/2021 13:31:01,11/03/2021,SP3,NO,NO,11
29/09/2020 14:28:58,29/09/2020,SP3,NO,NO,40
07/04/2021 20:39:55,07/04/2021,SP3,NO,NO,15
13/01/2021 13:31:13,13/01/2021,SP3,NO,NO,3
01/10/2020 11:04:30,01/10/2020,SP3,NO,NO,40
03/11/2020 16:51:19,03/11/2020,SP3,NO,NO,45
25/12/2020 03:42:22,25/12/2020,SP3,YES,NO,52
17/02/2021 07:26:57,17/02/2021,SP3,NO,NO,8
16/03/2021 09:14:00,16/03/2021,SP3,NO,NO,12
29/03/2021 09:12:42,29/03/2021,SP3,NO,NO,14
20/04/2021 18:08:11,20/04/2021,SP3,NO,NO,17
10/05/2021 10:02:14,10/05/2021,SP3,NO,NO,20
25/06/2021 09:14:45,25/06/2021,SP3,NO,NO,26
09/12/2020 19:47:09,09/12/2020,SP3,NO,NO,50
24/02/2021 15:33:07,24/02/2021,SP3,NO,NO,9
06/10/2020 22:29:14,06/10/2020,SP3,NO,NO,41
10/10/2020 15:01:24,10/10/2020,SP3,NO,NO,41
19/02/2021 09:41:28,19/02/2021,SP3,NO,NO,8
23/02/2021 10:01:16,23/02/2021,SP3,NO,NO,9
23/02/2021 21:00:52,23/02/2021,SP3,NO,NO,9
04/03/2021 11:01:03,04/03/2021,SP3,NO,NO,10
10/03/2021 09:21:05,10/03/2021,SP3,NO,NO,11
22/03/2021 17:34:00,22/03/2021,SP3,NO,NO,13
10/04/2021 08:11:17,10/04/2021,SP3,NO,NO,15
13/04/2021 07:42:32,13/04/2021,SP3,NO,NO,16
11/11/2020 06:30:39,11/11/2020,SP3,NO,NO,46
04/11/2020 08:30:43,04/11/2020,SP3,NO,NO,45
10/03/2021 07:22:42,10/03/2021,SP3,NO,NO,11
02/03/2021 04:50:57,02/03/2021,SP3,NO,NO,10
19/03/2021 10:06:02,19/03/2021,SP3,NO,NO,12
28/10/2020 22:56:25,28/10/2020,SP3,NO,NO,44
13/04/2021 18:40:14,13/04/2021,SP3,NO,NO,16
21/01/2021 11:02:21,21/01/2021,SP3,NO,NO,4
04/12/2020 08:00:43,04/12/2020,SP3,NO,NO,49
19/03/2021 08:41:33,19/03/2021,SP3,NO,NO,12
30/11/2020 15:14:14,30/11/2020,SP3,NO,NO,49
07/10/2020 13:45:42,07/10/2020,SP3,NO,NO,41
17/09/2020 02:47:03,17/09/2020,SP3,NO,NO,38
07/10/2020 09:19:58,07/10/2020,SP3,NO,NO,41
07/10/2020 14:23:25,07/10/2020,SP3,NO,NO,41
12/10/2020 13:34:17,12/10/2020,SP3,NO,NO,42
22/01/2021 12:10:43,22/01/2021,SP3,NO,NO,4
08/02/2021 07:25:03,08/02/2021,SP3,NO,NO,7
10/05/2021 13:31:36,10/05/2021,SP3,NO,NO,20
03/11/2020 08:07:39,03/11/2020,SP3,NO,NO,45
17/12/2020 14:09:34,17/12/2020,SP3,NO,NO,51
29/01/2021 20:17:05,29/01/2021,SP3,NO,NO,5
22/02/2021 12:41:28,22/02/2021,SP3,NO,NO,9
10/10/2020 10:08:24,10/10/2020,SP3,NO,NO,41
14/01/2021 02:52:28,14/01/2021,SP3,NO,NO,3
04/06/2021 18:39:55,04/06/2021,SP3,NO,NO,23
17/09/2020 06:46:09,17/09/2020,SP3,NO,NO,38
11/03/2021 14:54:14,11/03/2021,SP3,NO,NO,11
11/03/2021 14:59:08,11/03/2021,SP3,NO,NO,11
12/03/2021 17:30:05,12/03/2021,SP3,NO,NO,11
23/06/2021 07:52:48,23/06/2021,SP3,NO,NO,26
26/11/2020 10:30:08,26/11/2020,SP3,NO,NO,48
20/01/2021 16:00:55,20/01/2021,SP3,NO,NO,4
04/11/2020 01:17:57,04/11/2020,SP3,NO,NO,45
21/09/2020 11:29:45,21/09/2020,SP3,NO,NO,39
10/06/2021 10:56:06,10/06/2021,SP3,NO,NO,24
23/09/2020 09:46:43,23/09/2020,SP3,NO,NO,39
13/10/2020 07:00:33,13/10/2020,SP3,NO,NO,42
13/11/2020 15:10:22,13/11/2020,SP3,NO,NO,46
23/02/2021 08:44:46,23/02/2021,SP3,NO,NO,9
15/03/2021 20:10:40,15/03/2021,SP3,NO,NO,12
05/04/2021 12:59:52,05/04/2021,SP3,NO,NO,15
29/07/2020 10:05:28,29/07/2020,SP3,NO,NO,31
11/01/2021 10:06:42,11/01/2021,SP3,NO,NO,3
25/04/2021 08:35:31,25/04/2021,SP3,NO,NO,18
05/05/2021 15:52:00,05/05/2021,SP3,NO,NO,19
11/03/2021 14:38:14,11/03/2021,SP3,NO,NO,11
02/06/2021 05:16:49,02/06/2021,SP3,NO,NO,23
25/02/2021 14:24:53,25/02/2021,SP3,NO,NO,9
15/10/2020 07:00:12,15/10/2020,SP3,NO,NO,42
10/11/2020 08:17:02,10/11/2020,SP3,NO,NO,46
21/01/2021 13:55:32,21/01/2021,SP3,NO,NO,4
22/01/2021 15:29:50,22/01/2021,SP3,NO,NO,4
22/01/2021 16:33:25,22/01/2021,SP3,NO,NO,4
01/02/2021 05:30:46,01/02/2021,SP3,NO,NO,6
10/05/2021 09:10:28,10/05/2021,SP3,NO,NO,20
19/03/2021 16:06:13,19/03/2021,SP3,NO,NO,12
18/12/2020 14:19:29,18/12/2020,SP3,NO,NO,51
03/05/2021 15:12:58,03/05/2021,SP3,NO,NO,19
07/07/2020 14:01:25,07/07/2020,SP3,NO,NO,28
10/07/2020 14:11:21,10/07/2020,SP3,NO,NO,28
03/09/2020 19:47:57,03/09/2020,SP3,NO,NO,36
07/12/2020 09:19:13,07/12/2020,SP3,NO,NO,50
21/12/2020 15:17:59,21/12/2020,SP3,NO,NO,52
13/01/2021 14:31:06,13/01/2021,SP3,NO,NO,3
01/02/2021 15:10:51,01/02/2021,SP3,NO,NO,6
05/02/2021 00:15:11,05/02/2021,SP3,NO,NO,6
08/02/2021 16:31:04,08/02/2021,SP3,NO,NO,7
10/02/2021 19:00:39,10/02/2021,SP3,NO,NO,7
18/02/2021 19:36:30,18/02/2021,SP3,NO,NO,8
22/02/2021 16:42:39,22/02/2021,SP3,NO,NO,9
03/03/2021 22:30:51,03/03/2021,SP3,NO,NO,10
25/03/2021 04:20:42,25/03/2021,SP3,NO,NO,13
16/04/2021 20:20:00,16/04/2021,SP3,NO,NO,16
20/04/2021 14:54:44,20/04/2021,SP3,NO,NO,17
27/04/2021 16:52:36,27/04/2021,SP3,NO,NO,18
07/05/2021 08:02:26,07/05/2021,SP3,NO,NO,19
01/06/2021 05:35:12,01/06/2021,SP3,NO,NO,23
12/02/2021 08:41:54,12/02/2021,SP3,NO,YES,7
10/02/2021 19:11:26,10/02/2021,SP3,NO,NO,7
21/04/2021 08:42:22,21/04/2021,SP3,NO,NO,17
27/11/2020 23:15:17,27/11/2020,SP3,NO,NO,48
27/04/2021 12:32:44,27/04/2021,SP3,NO,NO,18
17/02/2021 16:30:45,17/02/2021,SP3,NO,NO,8
09/06/2021 05:49:18,09/06/2021,SP3,NO,NO,24
26/01/2021 00:44:50,26/01/2021,SP3,NO,NO,5
05/01/2021 22:45:36,05/01/2021,SP3,YES,NO,2
05/10/2020 07:31:21,05/10/2020,SP3,NO,NO,41
05/10/2020 07:31:38,05/10/2020,SP3,NO,NO,41
05/10/2020 07:31:56,05/10/2020,SP3,NO,NO,41
05/10/2020 07:32:14,05/10/2020,SP3,NO,NO,41
05/10/2020 09:10:50,05/10/2020,SP3,NO,NO,41
10/03/2021 16:05:20,10/03/2021,SP3,NO,NO,11
10/03/2021 16:05:36,10/03/2021,SP3,NO,NO,11
10/03/2021 16:05:55,10/03/2021,SP3,NO,NO,11
10/03/2021 16:06:13,10/03/2021,SP3,NO,NO,11
10/03/2021 16:06:31,10/03/2021,SP3,NO,NO,11
10/03/2021 16:06:53,10/03/2021,SP3,NO,NO,11
10/03/2021 16:07:13,10/03/2021,SP3,NO,NO,11
10/03/2021 16:07:30,10/03/2021,SP3,NO,NO,11
10/03/2021 16:07:47,10/03/2021,SP3,NO,NO,11
10/03/2021 16:08:03,10/03/2021,SP3,NO,NO,11
10/03/2021 16:08:19,10/03/2021,SP3,NO,NO,11
10/03/2021 16:08:36,10/03/2021,SP3,NO,NO,11
10/03/2021 16:08:53,10/03/2021,SP3,NO,NO,11
10/03/2021 16:09:09,10/03/2021,SP3,NO,NO,11
10/03/2021 16:09:27,10/03/2021,SP3,NO,NO,11
10/03/2021 16:09:42,10/03/2021,SP3,NO,NO,11
10/03/2021 16:09:58,10/03/2021,SP3,NO,NO,11
11/03/2021 10:24:50,11/03/2021,SP3,NO,NO,11
15/03/2021 16:37:09,15/03/2021,SP3,NO,NO,12
15/03/2021 16:37:24,15/03/2021,SP3,NO,NO,12
15/03/2021 16:37:39,15/03/2021,SP3,NO,NO,12
09/04/2021 14:12:22,09/04/2021,SP3,NO,NO,15
14/10/2020 16:55:44,14/10/2020,SP3,NO,NO,42
12/01/2021 13:58:42,12/01/2021,SP3,NO,NO,3
05/08/2020 12:26:33,05/08/2020,SP3,NO,NO,32
18/09/2020 07:00:22,18/09/2020,SP3,NO,NO,38
21/09/2020 09:20:13,21/09/2020,SP3,NO,NO,39
24/09/2020 12:18:51,24/09/2020,SP3,NO,NO,39
24/09/2020 12:19:31,24/09/2020,SP3,NO,NO,39
30/09/2020 12:33:18,30/09/2020,SP3,NO,NO,40
26/10/2020 15:58:52,26/10/2020,SP3,NO,NO,44
30/11/2020 09:11:17,30/11/2020,SP3,NO,NO,49
01/12/2020 15:31:00,01/12/2020,SP3,NO,NO,49
03/12/2020 15:52:17,03/12/2020,SP3,NO,NO,49
17/12/2020 14:07:02,17/12/2020,SP3,NO,NO,51
02/02/2021 16:10:57,02/02/2021,SP3,NO,NO,6
01/03/2021 14:24:15,01/03/2021,SP3,NO,NO,10
10/03/2021 23:47:22,10/03/2021,SP3,NO,NO,11
11/03/2021 17:31:12,11/03/2021,SP3,NO,NO,11
17/03/2021 17:26:35,17/03/2021,SP3,NO,NO,12
24/03/2021 15:56:26,24/03/2021,SP3,NO,NO,13
29/03/2021 22:40:56,29/03/2021,SP3,NO,NO,14
14/04/2021 08:48:38,14/04/2021,SP3,NO,NO,16
14/04/2021 21:59:01,14/04/2021,SP3,NO,NO,16
21/04/2021 18:32:19,21/04/2021,SP3,NO,NO,17
22/04/2021 10:52:36,22/04/2021,SP3,NO,NO,17
06/05/2021 08:53:07,06/05/2021,SP3,NO,NO,19
13/05/2021 17:51:39,13/05/2021,SP3,NO,NO,20
20/05/2021 09:03:57,20/05/2021,SP3,NO,NO,21
11/06/2021 07:34:37,11/06/2021,SP3,NO,NO,24
13/06/2021 10:27:38,13/06/2021,SP3,NO,NO,25
18/06/2021 12:09:13,18/06/2021,SP3,NO,NO,25
08/10/2020 10:07:38,08/10/2020,SP3,NO,NO,41
21/10/2020 14:17:18,21/10/2020,SP3,NO,NO,43
18/12/2020 14:26:01,18/12/2020,SP3,NO,NO,51
06/04/2021 09:19:03,06/04/2021,SP3,NO,NO,15
12/05/2021 08:37:52,12/05/2021,SP3,NO,NO,20
26/05/2021 15:06:26,26/05/2021,SP3,NO,NO,22
10/01/2021 14:50:38,10/01/2021,SP3,NO,NO,3
27/01/2021 00:48:27,27/01/2021,SP3,NO,NO,5
01/03/2021 16:00:23,01/03/2021,SP3,NO,NO,10
30/03/2021 16:51:26,30/03/2021,SP3,NO,NO,14
09/06/2021 08:21:05,09/06/2021,SP3,NO,NO,24
14/04/2021 16:21:35,14/04/2021,SP3,NO,NO,16
13/01/2021 04:02:58,13/01/2021,SP3,NO,NO,3
15/04/2021 08:14:38,15/04/2021,SP3,NO,NO,16
16/11/2020 17:52:29,16/11/2020,SP3,NO,NO,47
16/09/2020 09:01:23,16/09/2020,SP3,NO,NO,38
21/12/2020 11:53:31,21/12/2020,SP3,NO,NO,52
10/08/2020 10:03:12,10/08/2020,SP3,NO,NO,33
24/09/2020 12:20:10,24/09/2020,SP3,NO,NO,39
24/09/2020 12:21:25,24/09/2020,SP3,NO,NO,39
26/11/2020 09:50:42,26/11/2020,SP3,NO,NO,48
10/12/2020 12:11:14,10/12/2020,SP3,NO,NO,50
10/12/2020 12:21:08,10/12/2020,SP3,NO,NO,50
10/12/2020 14:20:58,10/12/2020,SP3,NO,NO,50
11/12/2020 08:41:36,11/12/2020,SP3,NO,NO,50
11/12/2020 13:21:15,11/12/2020,SP3,NO,NO,50
16/12/2020 01:10:39,16/12/2020,SP3,NO,NO,51
16/12/2020 10:51:03,16/12/2020,SP3,NO,NO,51
05/01/2021 10:41:33,05/01/2021,SP3,YES,NO,2
05/01/2021 13:41:05,05/01/2021,SP3,YES,NO,2
12/01/2021 10:01:28,12/01/2021,SP3,NO,NO,3
20/01/2021 07:50:46,20/01/2021,SP3,NO,NO,4
20/01/2021 09:51:33,20/01/2021,SP3,NO,NO,4
21/01/2021 08:51:44,21/01/2021,SP3,NO,NO,4
08/02/2021 09:01:33,08/02/2021,SP3,NO,NO,7
08/02/2021 17:20:55,08/02/2021,SP3,NO,NO,7
09/02/2021 10:12:50,09/02/2021,SP3,NO,NO,7
17/03/2021 16:24:07,17/03/2021,SP3,NO,NO,12
31/03/2021 10:04:08,31/03/2021,SP3,NO,NO,14
06/04/2021 08:11:02,06/04/2021,SP3,NO,NO,15
12/04/2021 12:52:26,12/04/2021,SP3,NO,NO,16
03/05/2021 07:51:45,03/05/2021,SP3,NO,NO,19
26/05/2021 07:41:15,26/05/2021,SP3,NO,NO,22
21/06/2021 10:31:20,21/06/2021,SP3,NO,NO,26
01/12/2020 14:56:56,01/12/2020,SP3,NO,NO,49
31/12/2020 10:16:32,31/12/2020,SP3,YES,NO,53
18/09/2020 20:46:55,18/09/2020,SP3,NO,NO,38
29/03/2021 13:18:29,29/03/2021,SP3,NO,NO,14
14/04/2021 08:41:29,14/04/2021,SP3,NO,NO,16
03/03/2021 08:10:03,03/03/2021,SP3,NO,NO,10
03/02/2021 07:13:12,03/02/2021,SP3,NO,NO,6
04/11/2020 12:39:19,04/11/2020,SP3,NO,NO,45
25/05/2021 12:33:00,25/05/2021,SP3,NO,NO,22
24/11/2020 07:09:20,24/11/2020,SP3,NO,NO,48
24/11/2020 07:56:11,24/11/2020,SP3,NO,NO,48
16/04/2021 13:02:57,16/04/2021,SP3,NO,NO,16
29/09/2020 20:01:51,29/09/2020,SP3,NO,NO,40
20/01/2021 23:38:56,20/01/2021,SP3,NO,NO,4
31/03/2021 17:01:59,31/03/2021,SP3,NO,NO,14
14/07/2020 11:25:00,14/07/2020,SP3,NO,NO,29
19/08/2020 15:46:07,19/08/2020,SP3,NO,NO,34
21/09/2020 13:03:59,21/09/2020,SP3,NO,NO,39
14/10/2020 11:19:26,14/10/2020,SP3,NO,NO,42
05/11/2020 10:17:01,05/11/2020,SP3,NO,NO,45
14/01/2021 16:49:16,14/01/2021,SP3,NO,NO,3
20/01/2021 06:26:09,20/01/2021,SP3,NO,NO,4
07/06/2021 14:09:06,07/06/2021,SP3,NO,NO,24
19/07/2020 10:33:17,19/07/2020,SP3,NO,NO,30
27/07/2020 07:16:19,27/07/2020,SP3,NO,NO,31
24/09/2020 12:23:03,24/09/2020,SP3,NO,NO,39
28/10/2020 05:43:49,28/10/2020,SP3,NO,NO,44
31/10/2020 19:48:47,31/10/2020,SP3,NO,NO,44
05/01/2021 09:49:07,05/01/2021,SP3,YES,NO,2
22/03/2021 09:37:57,22/03/2021,SP3,NO,NO,13
04/11/2020 10:30:51,04/11/2020,SP3,NO,NO,45
24/11/2020 15:56:03,24/11/2020,SP3,NO,NO,48
18/12/2020 12:29:45,18/12/2020,SP3,NO,NO,51
10/02/2021 11:54:44,10/02/2021,SP3,NO,NO,7
08/03/2021 11:07:16,08/03/2021,SP3,NO,NO,11
06/04/2021 13:21:40,06/04/2021,SP3,NO,NO,15
14/12/2020 02:57:59,14/12/2020,SP3,NO,NO,51
01/12/2020 14:01:11,01/12/2020,SP3,NO,NO,49
31/03/2021 11:02:25,31/03/2021,SP3,NO,NO,14
16/12/2020 11:01:24,16/12/2020,SP3,NO,NO,51
31/03/2021 18:59:10,31/03/2021,SP3,NO,NO,14
18/04/2021 16:21:07,18/04/2021,SP3,NO,NO,17
05/05/2021 10:01:29,05/05/2021,SP3,NO,NO,19
01/12/2020 09:31:21,01/12/2020,SP3,NO,NO,49
02/02/2021 07:30:57,02/02/2021,SP3,NO,NO,6
11/02/2021 12:31:13,11/02/2021,SP3,NO,YES,7
18/05/2021 13:54:41,18/05/2021,SP3,NO,NO,21
25/09/2020 07:22:30,25/09/2020,SP3,NO,NO,39
30/09/2020 07:11:25,30/09/2020,SP3,NO,NO,40
30/09/2020 07:21:38,30/09/2020,SP3,NO,NO,40
03/11/2020 16:21:10,03/11/2020,SP3,NO,NO,45
25/11/2020 14:22:08,25/11/2020,SP3,NO,NO,48
26/11/2020 07:30:39,26/11/2020,SP3,NO,NO,48
03/12/2020 15:31:03,03/12/2020,SP3,NO,NO,49
04/12/2020 12:50:56,04/12/2020,SP3,NO,NO,49
04/12/2020 14:31:24,04/12/2020,SP3,NO,NO,49
16/12/2020 14:31:32,16/12/2020,SP3,NO,NO,51
18/01/2021 16:50:59,18/01/2021,SP3,NO,NO,4
18/01/2021 17:00:57,18/01/2021,SP3,NO,NO,4
18/01/2021 17:11:34,18/01/2021,SP3,NO,NO,4
11/02/2021 14:11:16,11/02/2021,SP3,NO,YES,7
12/05/2021 14:14:05,12/05/2021,SP3,NO,NO,20
26/05/2021 11:53:24,26/05/2021,SP3,NO,NO,22
11/12/2020 11:06:03,11/12/2020,SP3,NO,NO,50
15/01/2021 11:22:43,15/01/2021,SP3,NO,NO,3
20/11/2020 08:19:32,20/11/2020,SP3,NO,NO,47
15/01/2021 14:50:58,15/01/2021,SP3,NO,NO,3
22/01/2021 15:59:59,22/01/2021,SP3,NO,NO,4
26/10/2020 14:29:19,26/10/2020,SP3,NO,NO,44
12/03/2021 13:31:40,12/03/2021,SP3,NO,NO,11
17/07/2020 09:16:03,17/07/2020,SP3,NO,NO,29
10/03/2021 21:07:21,10/03/2021,SP3,NO,NO,11
12/04/2021 07:43:13,12/04/2021,SP3,NO,NO,16
16/04/2021 11:02:00,16/04/2021,SP3,NO,NO,16
30/04/2021 22:53:15,30/04/2021,SP3,NO,NO,18
03/09/2020 18:26:53,03/09/2020,SP3,NO,NO,36
04/11/2020 09:20:39,04/11/2020,SP3,NO,NO,45
04/11/2020 09:23:40,04/11/2020,SP3,NO,NO,45
14/06/2021 07:39:56,14/06/2021,SP3,NO,NO,25
26/10/2020 15:51:29,26/10/2020,SP3,NO,NO,44
02/03/2021 17:32:54,02/03/2021,SP3,NO,NO,10
13/04/2021 11:57:03,13/04/2021,SP3,NO,NO,16
